,Jaye Shimek,Leandro Marse,Annie Lapham,Harmony Mcmurtry,Zofia Roll,Tasia Dube,Lorrine Paek,Veronique Blakemore,Randall Feather,Michale Tuch,Jarvis Pratts,Vance Ates,Donte Berkeley,Tora Echevarria,Hassan Toner,Kyle Ryals,Vonk Billips,Julieta Knapp,Stephine Gatlin,Bebe Riva,Marthe Hale,Paulene Calcagni,Milagros Salmeron,Anisha Mathes,Layne Woodside,Lisette Tolleson,Andreas Jost,Jeannie Liang,Hwa Defalco,Aurea Durrance,Sal Papa,Narcisa Core,Bridgette Marko,Leatrice Heer,Remedios Fincham,Lavonna Sim,Lester Preiss,Augusta Beltrami,Grover Gibbons,Velvet Matley,Johnetta Hatcher,Petrina Maggart,Chung Zertuche,Adriene Wilde,Byron Caroll,Mellisa Blanco,Hettie Beller,Corrine Gallop,Angela Compos,Kiera Loar
2016-02-08,4,0,3,8,7,1,4,6,4,3,3,0,8,4,1,5,3,6,10,6,0,7,2,1,4,0,5,1,7,1,4,7,4,5,1,4,4,9,5,3,9,3,0,1,5,4,0,0,0,0
2016-02-09,5,0,4,3,3,4,1,4,2,1,4,0,7,0,2,3,6,6,7,6,0,7,6,0,6,0,3,5,5,3,6,7,4,6,4,4,5,8,7,1,6,3,1,0,3,4,0,0,0,0
2016-02-10,7,0,2,6,4,1,2,6,6,2,0,0,10,0,4,6,6,5,10,5,0,3,5,2,6,0,7,3,6,1,5,7,7,4,3,5,4,6,7,6,4,4,1,3,2,1,0,0,0,0
2016-02-11,7,0,0,4,4,4,0,3,6,1,0,0,6,0,0,6,2,5,8,5,0,5,5,4,6,0,7,2,3,2,5,8,6,6,5,1,2,7,6,3,7,5,2,0,6,1,0,0,0,0
2016-02-12,7,0,7,4,6,5,1,7,3,1,4,0,8,0,3,7,4,7,10,5,0,5,2,1,4,0,4,3,6,2,5,9,4,5,0,1,5,7,6,3,6,4,0,0,3,1,0,0,0,0
2016-02-15,6,0,0,4,4,2,2,4,3,2,3,0,10,1,0,5,5,9,10,2,0,3,4,3,3,0,4,5,3,2,6,8,4,2,3,3,4,5,7,3,8,0,0,4,3,3,0,0,0,0
2016-02-16,8,0,0,7,2,4,3,5,7,5,2,0,7,1,3,4,7,6,10,4,0,6,0,3,6,0,6,1,3,5,5,4,6,4,4,3,3,7,4,1,5,3,0,3,6,0,0,0,0,0
2016-02-17,4,2,7,0,7,1,1,2,5,4,0,0,8,2,0,6,3,7,8,3,0,7,0,2,5,0,8,1,6,0,7,5,7,7,3,2,5,6,5,4,5,1,0,3,5,0,0,0,0,0
2016-02-18,4,4,0,7,6,1,4,6,3,4,0,0,7,0,2,4,3,8,7,4,0,3,0,2,3,0,6,4,3,3,4,4,5,2,2,3,4,9,4,3,7,1,0,3,3,0,0,0,0,0
2016-02-19,6,2,5,7,3,1,0,4,5,3,0,0,9,0,0,8,4,7,9,5,0,2,0,2,2,9,0,4,5,1,5,9,0,6,5,3,5,7,4,1,5,4,0,0,3,0,0,0,0,0
2016-02-22,8,4,5,6,5,2,1,0,7,4,0,0,7,1,2,3,4,6,0,4,0,3,0,4,2,8,0,2,3,5,0,8,5,5,1,3,4,6,4,4,5,3,1,1,1,5,0,0,0,0
2016-02-23,5,1,5,3,6,1,2,0,5,1,0,0,10,1,0,5,3,4,0,0,0,7,0,5,5,8,0,5,6,0,0,7,5,5,3,4,7,10,4,3,9,6,0,4,1,1,0,0,0,0
2016-02-24,4,2,5,7,6,3,0,0,5,2,0,0,6,1,2,7,6,9,0,0,0,2,0,1,1,9,0,2,7,2,0,0,6,5,2,2,6,9,5,1,9,6,0,0,6,1,0,0,0,0
2016-02-25,6,4,0,7,3,4,4,0,4,6,0,0,10,0,1,4,7,4,0,0,0,2,0,3,6,9,0,5,6,2,0,0,3,5,3,2,3,5,8,3,7,2,0,0,5,3,0,0,0,0
2016-02-26,8,3,5,8,6,3,0,5,3,1,0,0,10,0,3,7,3,5,0,0,0,7,0,2,1,8,0,5,3,3,0,0,2,4,0,4,3,9,5,6,7,3,0,0,3,3,0,0,0,0
2016-02-29,3,6,6,6,4,5,1,2,5,5,1,0,7,3,4,5,2,8,6,0,0,6,2,1,3,7,6,4,2,2,0,0,4,4,1,4,3,5,4,5,7,4,0,0,6,3,0,0,0,0
2016-03-01,8,2,7,4,6,2,2,4,3,2,3,0,7,0,0,4,6,9,9,0,0,6,4,1,1,9,5,3,3,2,0,0,6,4,1,2,4,10,5,0,9,5,0,0,4,4,0,0,0,0
2016-03-02,7,4,6,3,5,1,0,4,4,5,2,0,9,3,2,7,5,6,6,4,0,4,2,4,2,7,4,1,3,2,0,0,3,3,2,6,2,8,6,0,8,6,0,3,1,3,0,0,0,0
2016-03-03,6,2,0,5,4,5,4,3,5,5,1,0,6,2,0,6,4,8,6,6,0,3,4,3,5,5,3,4,4,3,0,5,5,4,1,5,0,7,4,5,7,2,0,3,3,2,0,0,0,0
2016-03-04,0,4,4,4,3,3,0,5,3,3,2,0,8,1,0,4,4,7,6,6,0,2,4,0,0,6,4,4,7,3,0,6,4,4,3,5,0,5,6,4,8,5,0,3,5,1,0,0,0,0
2016-03-07,0,4,3,5,6,1,0,3,3,2,2,0,9,3,3,4,4,6,6,3,0,0,3,0,4,5,8,2,6,2,6,6,3,7,3,2,4,6,8,5,7,1,1,3,5,3,0,0,0,0
2016-03-08,0,4,4,3,5,4,0,4,7,2,4,0,7,4,0,7,4,7,7,4,0,0,5,0,2,4,8,5,6,4,6,6,3,6,0,0,6,6,8,3,4,3,2,3,4,3,0,0,0,0
2016-03-09,0,3,4,6,5,5,0,7,5,4,2,0,7,0,1,6,2,7,7,3,0,0,5,4,4,9,4,3,4,4,4,6,2,3,1,0,2,8,6,5,6,6,2,0,0,4,0,0,0,0
2016-03-10,0,4,0,5,2,1,2,4,4,2,1,0,7,3,0,8,4,6,5,3,0,0,5,4,4,4,7,6,3,4,3,7,3,4,3,0,3,7,5,4,7,3,2,3,0,4,0,0,0,0
2016-03-11,0,3,4,8,6,3,1,2,7,1,1,0,10,4,2,3,2,7,9,3,0,0,2,4,1,6,6,4,5,3,4,8,5,6,1,0,5,9,6,4,6,3,0,0,0,2,0,0,0,0
2016-03-14,6,2,3,4,3,2,3,5,4,0,5,0,6,3,0,6,7,8,10,7,0,0,2,2,2,6,5,5,0,0,4,4,6,6,4,0,6,8,7,2,5,4,0,0,0,0,0,0,0,0
2016-03-15,5,6,6,8,3,4,2,7,5,0,1,0,11,4,3,7,7,7,6,5,0,0,1,1,0,7,6,2,0,0,6,8,4,4,4,0,6,6,5,5,6,5,2,0,0,1,0,0,0,0
2016-03-16,5,3,3,7,4,0,4,4,4,0,2,0,9,2,1,8,2,7,5,3,0,0,6,3,0,6,6,3,0,0,4,6,5,7,2,0,4,8,6,2,5,3,0,0,0,4,0,0,0,0
2016-03-17,5,4,0,6,5,0,3,6,3,0,1,0,9,2,2,5,2,5,8,4,0,4,4,2,0,9,6,1,0,0,6,4,6,6,4,0,3,9,7,5,9,4,0,0,0,2,0,0,0,0
2016-03-18,7,3,3,3,7,1,0,2,2,0,5,0,8,4,0,7,6,6,8,6,0,3,4,5,0,8,6,3,0,0,7,8,2,4,4,0,5,6,5,1,7,3,1,0,0,2,0,0,0,0
2016-03-21,6,6,2,4,6,2,4,6,3,0,3,0,8,1,0,6,6,6,5,5,0,2,4,4,0,7,6,4,6,4,6,5,3,7,3,4,3,8,6,4,6,4,0,3,4,1,0,0,0,0
2016-03-22,5,4,4,8,4,1,3,4,6,1,1,0,10,1,0,4,4,8,8,7,0,3,2,3,0,6,7,4,7,4,5,4,4,2,2,2,6,8,7,3,5,3,0,4,3,1,0,0,0,0
2016-03-23,5,5,6,6,7,0,2,6,6,5,2,0,9,4,4,3,4,8,6,5,0,2,4,4,0,5,3,5,4,0,3,4,4,2,0,3,2,6,7,4,0,2,0,1,3,5,0,0,0,0
2016-03-24,7,2,0,4,5,1,3,5,7,4,2,0,10,4,2,7,5,6,8,4,0,6,1,1,0,9,4,5,6,2,8,8,6,4,4,3,3,6,5,1,0,4,0,1,3,4,0,0,0,0
2016-03-25,8,3,4,7,2,2,0,4,5,5,3,0,10,3,2,6,6,9,7,4,0,6,3,3,0,6,7,3,2,4,3,4,3,6,5,4,5,6,6,5,0,2,1,0,4,2,0,0,0,0
2016-03-28,4,5,3,0,5,0,2,6,4,1,2,0,9,0,2,5,4,8,7,6,0,7,4,2,1,8,6,4,2,4,4,8,6,3,3,4,6,6,6,4,5,4,3,1,6,5,0,0,0,0
2016-03-29,7,4,6,0,3,0,0,4,2,2,1,0,10,3,1,6,2,6,7,5,0,5,3,1,2,4,6,4,5,1,8,7,3,6,3,2,7,8,8,2,8,4,0,3,5,3,0,0,0,0
2016-03-30,4,4,5,0,4,0,3,3,2,5,4,0,8,2,0,6,3,8,5,6,0,4,1,1,5,6,7,5,3,0,8,9,2,3,2,1,5,5,7,4,8,5,2,1,4,5,0,0,0,0
2016-03-31,4,2,0,0,3,0,0,5,0,4,0,0,10,0,2,5,2,8,6,2,0,4,3,3,2,8,4,6,5,5,6,7,6,6,1,6,7,7,5,5,9,4,0,0,3,1,0,0,0,0
2016-04-01,6,4,4,4,5,4,1,3,0,4,0,0,10,1,2,7,6,4,7,4,0,5,4,1,4,9,4,6,3,4,7,5,4,4,4,2,5,5,4,5,6,2,2,2,1,0,5,6,4,0
2016-04-04,4,4,3,5,6,0,3,4,0,3,0,0,7,0,3,0,7,8,10,5,0,6,1,1,4,7,5,0,4,4,7,7,5,4,0,1,3,7,6,4,6,0,3,3,2,4,5,4,3,0
2016-04-05,7,4,5,4,6,4,2,4,0,2,0,0,7,2,3,0,3,8,8,6,0,2,4,5,4,7,5,0,6,5,7,7,3,3,0,4,4,8,4,5,9,0,0,0,3,4,5,6,2,1
2016-04-06,7,3,6,3,5,4,1,4,5,1,4,0,10,1,3,0,2,8,9,6,0,5,6,4,5,5,4,0,3,1,6,4,2,4,3,1,7,5,5,1,8,0,2,0,5,1,7,8,1,0
2016-04-07,6,3,0,5,2,4,0,2,2,2,1,0,8,3,2,0,6,6,7,3,0,4,2,0,5,7,8,0,6,1,4,7,5,0,1,2,3,6,8,3,8,0,0,0,2,0,6,5,3,1
2016-04-08,3,4,4,5,4,2,4,3,3,2,2,0,10,0,2,6,3,9,9,6,0,4,5,2,4,4,4,0,3,3,4,8,6,0,1,6,4,7,4,2,6,0,2,0,4,1,8,5,1,2
2016-04-11,3,6,5,5,0,3,3,4,6,4,3,0,0,0,0,3,0,0,9,3,0,2,5,2,2,8,0,4,2,4,7,8,6,4,3,4,3,7,5,3,5,6,2,0,1,1,8,5,4,2
2016-04-12,7,2,5,4,0,1,4,4,5,5,3,0,0,0,2,5,0,0,8,5,0,2,4,4,6,7,0,3,6,2,3,5,5,5,3,4,4,0,0,5,5,2,2,0,5,1,4,5,2,1
2016-04-13,7,3,7,7,0,4,3,5,3,5,2,0,0,4,0,3,0,0,8,5,0,4,2,5,2,9,0,6,3,3,6,5,0,3,3,3,4,0,0,2,6,5,1,0,5,2,7,8,4,1
2016-04-14,5,4,0,8,0,4,3,4,6,5,0,0,0,2,0,4,0,0,9,4,0,5,2,2,3,6,5,3,4,0,6,7,0,5,1,3,4,0,0,5,9,3,1,0,4,4,4,7,2,2
2016-04-15,7,3,6,8,0,4,2,4,3,2,0,0,6,1,0,7,0,0,7,3,0,3,5,1,5,7,7,4,6,2,5,9,0,3,4,5,3,0,0,1,6,5,0,0,2,2,4,5,3,1
2016-04-18,8,2,5,4,0,1,3,2,6,2,1,0,10,1,1,5,0,0,9,3,0,4,5,0,2,5,5,3,3,3,5,4,0,7,4,3,5,0,0,0,8,2,2,1,2,5,5,5,2,4
2016-04-19,7,0,6,7,4,0,0,4,6,2,3,0,8,2,0,5,0,0,7,5,0,4,3,5,3,6,7,3,6,1,5,7,0,5,2,1,6,0,0,0,5,1,0,4,1,5,4,9,1,1
2016-04-20,8,0,4,6,6,4,2,0,2,5,4,0,8,4,0,4,0,0,5,4,0,4,2,5,5,4,4,2,4,2,5,8,0,7,4,1,4,0,0,0,6,1,2,2,3,3,3,9,1,0
2016-04-21,4,0,0,5,6,1,3,0,3,5,3,0,7,0,0,5,0,0,7,6,0,6,1,3,6,7,4,2,6,1,4,8,0,7,4,2,6,0,0,0,8,2,0,4,3,2,7,6,1,0
2016-04-22,5,0,6,8,6,4,4,0,6,2,1,0,9,3,1,7,0,0,8,3,0,3,3,1,5,7,8,3,6,2,3,7,0,2,4,2,3,0,0,0,5,5,1,2,5,1,3,7,3,1
2016-04-25,6,0,5,4,7,1,0,0,3,0,2,0,7,2,3,3,0,0,6,0,0,6,4,3,5,4,5,5,3,0,6,5,0,3,3,3,4,0,0,0,4,4,0,1,2,3,4,8,1,0
2016-04-26,5,0,3,6,7,4,3,0,4,0,4,0,6,4,0,6,0,0,7,0,0,3,4,2,2,5,4,4,0,4,7,8,5,4,2,5,6,0,0,0,8,6,1,4,3,1,6,7,2,3
2016-04-27,5,0,7,4,3,4,0,3,4,0,5,0,9,0,4,6,0,0,6,0,0,5,3,1,2,6,5,5,0,1,7,8,3,6,0,4,6,0,0,0,6,4,0,1,1,0,6,6,2,0
2016-04-28,5,0,0,3,6,4,0,5,7,0,3,0,7,3,0,5,0,0,9,0,0,6,6,3,5,8,4,5,0,0,3,4,4,3,4,3,4,0,0,0,6,5,0,0,3,4,6,8,3,0
2016-04-29,6,0,2,6,4,3,0,3,5,0,1,0,8,3,0,6,0,0,8,0,0,7,3,2,1,6,4,5,0,0,5,7,6,6,4,3,3,0,0,0,6,2,0,0,6,4,5,6,3,0
2016-05-02,6,3,4,4,3,4,0,6,6,5,5,0,10,2,3,5,5,5,6,0,0,5,1,0,1,9,6,3,0,0,0,9,4,7,4,3,0,9,5,6,6,2,2,0,2,0,5,8,3,0
2016-05-03,5,4,4,6,5,4,0,7,7,6,1,0,10,0,3,5,2,5,5,0,0,5,4,0,5,8,5,5,0,0,0,0,7,3,2,5,0,7,5,3,5,6,2,2,1,0,7,8,1,1
2016-05-04,6,2,2,0,5,1,0,4,7,3,2,0,9,4,3,5,4,4,5,0,0,7,5,0,2,6,4,3,4,0,0,0,4,4,5,1,0,8,7,5,9,4,1,0,5,0,3,8,4,0
2016-05-05,5,4,0,0,5,5,0,5,4,4,2,0,10,1,0,6,7,7,10,0,0,6,6,0,2,7,6,1,5,0,0,0,2,5,4,3,0,7,5,1,5,2,3,4,5,0,5,7,0,1
2016-05-06,6,4,6,0,2,0,0,5,5,2,3,0,7,1,2,8,3,6,0,0,0,2,5,0,2,8,4,4,4,0,6,0,4,5,3,5,0,6,4,2,6,4,0,4,3,0,7,9,0,0
2016-05-09,3,3,2,0,5,4,1,2,7,3,1,0,6,0,1,6,5,8,0,3,0,5,1,0,4,9,4,2,6,5,7,0,3,3,2,3,0,8,4,1,6,4,0,3,2,0,7,5,4,0
2016-05-10,7,6,7,0,3,2,3,6,2,1,3,0,9,3,0,8,4,8,8,4,0,4,1,0,1,7,5,2,4,5,3,0,7,5,0,2,0,6,4,3,7,6,0,2,6,0,6,4,3,0
2016-05-11,6,2,4,6,4,4,1,3,6,1,1,0,8,3,1,7,5,5,6,5,0,3,5,0,3,8,4,1,3,2,6,0,5,3,0,3,4,6,6,6,8,3,1,0,3,0,7,4,3,2
2016-05-12,0,2,0,3,2,3,4,3,0,4,1,0,8,1,2,6,5,4,8,7,0,2,1,0,3,5,7,2,6,1,5,0,3,3,0,1,5,10,7,3,8,4,0,3,0,4,4,4,4,0
2016-05-13,0,1,2,4,7,2,2,4,0,1,2,0,9,0,1,6,2,5,6,4,0,0,3,3,5,6,5,6,4,4,7,0,4,5,0,5,5,8,5,4,6,6,0,3,0,2,3,6,2,1
2016-05-16,0,3,2,5,2,4,1,5,0,5,3,0,9,1,0,4,5,5,6,6,0,0,5,4,2,7,3,0,7,5,6,7,3,5,0,5,6,9,4,1,6,3,0,2,4,4,5,7,4,0
2016-05-17,0,3,6,7,3,3,0,5,0,1,1,0,8,1,0,3,4,5,9,7,0,0,3,3,2,7,4,0,6,3,6,5,6,4,0,4,4,9,5,4,7,5,2,1,3,0,4,7,2,0
2016-05-18,0,6,7,5,3,0,2,3,0,2,4,0,6,4,1,6,6,9,7,6,0,4,2,4,4,5,3,4,4,4,5,6,4,6,3,2,7,9,3,2,4,5,0,3,6,4,8,5,4,0
2016-05-19,0,5,0,5,3,0,0,3,6,5,2,0,9,1,4,4,2,6,10,6,0,5,3,1,0,5,6,6,2,3,6,5,5,0,4,4,4,6,5,2,5,2,1,1,2,2,6,5,4,0
2016-05-20,0,3,0,7,3,0,0,3,3,6,1,0,10,1,2,7,6,4,8,3,0,4,2,1,0,7,5,5,3,3,5,4,7,0,1,1,6,7,4,2,5,1,1,3,4,4,5,6,4,0
2016-05-23,8,1,0,4,3,2,0,5,4,5,1,0,8,2,0,3,4,4,6,3,0,6,5,0,0,0,6,4,6,4,7,6,7,6,3,0,5,5,7,6,6,5,0,1,1,3,6,5,4,1
2016-05-24,5,4,0,8,3,3,0,5,3,4,2,0,0,0,2,6,4,6,9,3,0,3,4,4,0,0,5,5,3,5,6,6,5,7,1,0,3,8,6,5,7,5,3,1,2,0,6,6,3,4
2016-05-25,4,4,0,5,6,4,4,2,7,2,0,0,0,1,4,7,6,8,9,4,0,2,5,3,4,0,4,1,5,2,8,7,4,6,5,0,4,9,5,3,5,4,1,1,5,4,8,7,4,0
2016-05-26,4,3,0,7,2,3,0,3,5,3,5,0,0,2,1,4,7,8,8,3,0,6,5,3,3,0,4,2,3,3,4,8,4,6,3,0,6,5,4,6,7,4,2,0,1,3,6,8,4,0
2016-05-27,7,5,0,4,5,2,2,2,7,2,5,0,0,2,0,4,4,5,6,3,0,5,6,4,1,0,5,3,3,3,6,5,7,6,2,0,6,6,4,3,9,6,2,3,5,2,8,6,3,2
2016-05-30,8,3,0,7,3,4,0,4,5,2,0,0,0,2,0,0,4,7,5,2,0,6,4,4,6,0,0,2,3,4,7,5,2,6,1,0,7,7,5,5,9,4,0,4,3,0,5,6,4,1
2016-05-31,8,4,0,7,4,1,0,0,3,6,5,0,7,3,0,0,4,5,7,5,0,4,5,1,4,0,0,5,6,4,7,8,4,6,4,3,6,8,4,4,4,2,1,2,3,3,4,6,5,1
2016-06-01,3,3,6,6,4,2,3,0,5,3,3,0,6,4,0,0,2,7,7,6,0,5,5,2,5,0,3,3,6,0,3,4,5,6,0,4,5,10,8,5,5,5,3,4,6,2,8,8,4,3
2016-06-02,4,1,0,4,0,4,3,0,3,2,4,0,6,3,0,0,4,7,7,4,0,5,5,2,1,7,5,3,3,2,5,4,4,2,2,3,2,8,7,4,5,2,0,0,4,3,4,5,4,3
2016-06-03,6,1,3,7,0,3,3,0,5,3,3,0,9,2,0,6,5,6,8,5,0,6,2,2,2,4,8,4,7,1,7,6,4,6,0,4,3,10,3,5,5,4,2,2,1,4,7,7,3,0
2016-06-06,6,3,3,3,0,2,2,6,3,4,0,0,10,2,0,8,7,5,7,4,0,6,2,2,6,8,8,6,6,1,7,4,6,3,1,3,2,8,6,6,6,3,0,0,4,4,5,6,3,3
2016-06-07,6,6,7,7,0,2,3,4,3,3,0,0,8,1,0,4,7,9,8,2,0,6,6,2,6,6,4,2,5,5,5,8,4,5,3,5,3,7,7,4,5,5,0,0,5,3,4,5,2,3
2016-06-08,5,5,3,5,0,3,1,4,7,3,0,0,8,0,0,4,4,9,7,4,0,3,3,3,3,9,4,2,3,4,4,7,4,2,4,1,5,7,6,5,7,6,0,0,4,4,5,5,3,3
2016-06-09,7,2,0,5,0,3,0,2,5,4,0,0,6,1,3,6,6,8,7,5,0,5,6,5,5,7,4,2,6,0,7,5,3,3,5,4,6,9,4,3,6,4,2,0,4,1,5,8,4,1
2016-06-10,7,3,3,5,3,2,0,6,4,2,5,0,11,4,0,3,6,8,10,3,0,2,6,4,3,9,3,4,5,1,7,4,2,6,3,4,7,10,7,6,5,4,0,0,4,4,3,4,3,1
2016-06-13,5,2,5,4,6,3,0,2,5,0,1,0,9,0,0,5,6,8,10,5,0,5,3,3,4,7,6,3,3,2,3,8,3,6,3,4,7,8,3,3,7,3,0,4,3,3,5,8,1,1
2016-06-14,6,6,3,5,3,4,0,7,4,0,1,0,8,0,0,7,7,5,5,3,0,5,5,4,5,7,6,6,7,3,4,7,6,5,3,6,4,6,7,0,5,3,0,0,5,3,8,9,2,1
2016-06-15,5,3,4,5,3,5,0,5,2,0,3,0,7,0,0,5,3,8,8,3,0,6,1,5,1,5,5,3,5,3,8,6,2,6,2,3,2,7,4,4,5,5,0,4,5,4,3,7,1,0
2016-06-16,6,6,0,6,7,4,0,3,5,0,1,0,7,0,0,5,3,9,10,2,0,5,5,4,4,8,4,4,4,2,4,8,5,4,4,5,5,8,4,4,0,6,0,3,6,1,5,7,3,3
2016-06-17,7,1,5,4,6,1,0,4,3,0,1,0,10,0,2,7,4,6,7,7,0,2,3,2,2,9,7,6,7,3,5,6,5,3,2,2,3,8,7,4,0,4,0,1,4,0,5,6,1,3
2016-06-20,3,5,5,3,3,4,3,4,3,3,0,0,11,0,1,6,3,4,9,0,0,3,5,4,5,5,6,2,3,0,6,8,3,3,0,1,5,7,3,4,0,4,0,1,1,2,0,7,1,3
2016-06-21,3,3,4,0,3,5,4,7,3,3,5,0,7,0,2,4,3,4,6,3,0,4,5,4,3,7,6,6,5,1,5,6,3,6,2,3,0,7,6,0,0,1,0,2,5,3,0,8,1,4
2016-06-22,7,5,6,0,2,0,0,5,3,5,0,0,6,0,1,6,6,4,10,2,0,3,2,1,3,6,7,2,6,4,3,9,7,5,2,4,0,6,5,0,0,0,0,3,2,3,0,5,1,4
2016-06-23,7,2,0,0,6,0,0,5,5,2,2,0,6,0,2,5,5,4,6,2,0,4,5,3,2,6,8,4,4,3,8,5,3,6,3,1,0,8,6,5,0,0,0,3,2,1,0,5,2,0
2016-06-24,6,5,4,0,7,0,2,3,5,4,4,0,8,0,3,7,5,4,9,6,0,2,3,4,3,5,6,2,5,1,7,4,6,4,2,3,0,5,3,4,0,0,3,0,5,4,4,5,4,0
2016-06-27,5,1,7,0,2,0,3,6,7,4,2,0,6,1,0,5,4,4,10,7,0,4,3,3,0,7,5,5,5,4,6,7,7,4,0,5,0,7,6,2,8,3,3,1,4,0,6,9,2,3
2016-06-28,4,1,6,4,6,0,0,3,4,2,2,0,10,0,3,7,6,5,8,6,0,3,2,2,0,4,4,5,4,5,6,9,5,4,3,2,0,7,7,4,5,3,1,0,1,0,8,8,3,1
2016-06-29,5,5,6,5,7,0,1,4,2,6,2,0,8,3,0,7,7,8,8,7,0,2,4,0,0,5,7,5,7,4,3,7,6,3,4,2,0,5,4,4,7,1,1,4,5,5,4,5,2,0
2016-06-30,6,1,0,7,5,0,4,4,3,3,5,0,6,2,3,6,4,8,6,5,0,3,3,5,0,8,7,3,7,5,5,6,4,4,0,4,0,6,8,3,7,6,1,1,3,2,7,5,3,4
2016-07-01,5,1,7,7,3,3,4,5,6,5,4,0,9,4,0,7,6,5,6,5,0,2,3,3,1,7,7,3,5,5,5,6,4,7,0,6,0,8,6,3,8,3,3,1,1,3,4,9,1,1
2016-07-04,4,5,5,3,5,4,4,4,6,1,4,0,10,1,0,4,4,6,0,2,0,5,0,4,2,6,3,2,4,1,8,7,0,3,0,6,7,9,3,6,9,3,2,0,5,3,6,5,0,0
2016-07-05,6,4,5,6,3,4,1,3,3,1,0,0,9,2,3,5,5,6,0,5,0,3,0,4,5,5,6,3,4,1,4,6,0,5,0,5,5,6,7,4,7,5,0,2,2,4,6,6,3,1
2016-07-06,3,5,7,8,3,0,3,7,4,2,4,0,9,2,0,6,3,8,0,4,0,0,0,0,3,5,6,6,4,3,5,8,0,5,0,3,3,7,7,5,9,3,1,2,2,1,3,7,4,0
2016-07-07,4,0,0,8,2,3,4,2,4,3,0,0,8,0,0,8,7,7,0,5,0,4,0,0,2,5,8,2,6,1,6,8,0,5,1,6,7,9,7,2,7,4,0,1,5,1,4,7,3,1
2016-07-08,4,0,5,4,5,3,0,3,6,2,4,0,6,0,4,3,3,7,0,6,0,3,2,0,5,5,5,1,6,5,4,5,0,5,3,5,5,9,5,3,5,3,2,2,6,0,8,9,2,1
2016-07-11,6,0,6,5,6,4,3,5,4,3,4,0,6,0,3,8,6,7,9,2,0,7,4,0,3,9,4,5,3,1,5,9,4,3,2,3,6,5,8,2,5,3,0,4,4,0,7,8,1,4
2016-07-12,6,0,7,5,4,2,1,6,5,5,4,0,11,0,1,0,2,4,6,6,0,7,3,0,6,4,4,5,6,2,6,5,5,4,4,3,3,6,6,2,6,3,0,1,1,3,5,9,1,2
2016-07-13,7,3,5,5,3,2,2,4,3,3,2,0,8,3,0,0,4,4,9,4,0,4,3,0,3,9,7,6,4,2,8,5,3,5,2,4,5,9,7,2,7,3,0,0,5,2,6,4,1,0
2016-07-14,4,2,0,6,4,4,0,3,2,3,3,0,9,4,1,0,2,4,10,3,0,6,4,0,6,6,5,2,4,5,8,8,7,7,2,3,7,5,3,4,8,5,0,3,3,0,6,9,1,2
2016-07-15,5,1,3,8,5,3,0,3,2,4,1,0,11,0,0,0,2,9,10,2,0,7,4,0,2,0,4,5,3,3,8,7,4,6,3,1,5,8,8,3,7,1,1,1,5,0,7,8,3,2
2016-07-18,4,4,4,7,5,4,1,2,3,5,1,0,9,2,3,0,5,4,6,6,0,3,3,1,2,0,4,2,6,1,8,6,5,5,5,2,4,7,5,4,8,2,2,0,4,2,8,7,0,2
2016-07-19,4,5,4,7,5,1,0,4,4,4,3,0,8,0,3,0,4,7,8,6,0,5,1,1,5,0,3,4,5,3,7,7,4,5,4,3,3,5,8,6,4,5,3,0,0,5,4,7,2,2
2016-07-20,3,2,5,7,3,3,2,2,2,4,0,0,7,0,2,0,3,5,5,3,0,3,5,3,2,0,8,4,6,3,7,6,6,7,4,1,2,7,7,3,6,1,3,1,1,4,7,6,0,2
2016-07-21,7,5,0,5,5,2,0,4,5,2,3,0,10,0,2,0,6,8,7,6,0,3,2,4,2,7,7,6,6,5,6,6,3,4,3,3,2,8,5,4,6,6,0,1,4,0,8,6,0,1
2016-07-22,3,4,0,7,5,5,3,7,5,1,2,0,7,3,0,0,5,5,6,6,0,3,6,2,2,6,6,6,4,4,4,7,6,6,5,5,4,9,4,3,5,1,0,3,6,2,7,8,3,1
2016-07-25,8,5,0,7,5,4,0,5,5,6,1,0,8,1,0,7,3,5,8,3,0,7,2,2,4,8,0,1,7,3,7,5,6,4,3,5,5,9,8,6,4,2,0,3,2,3,7,6,5,0
2016-07-26,5,1,0,7,2,2,0,7,3,4,2,0,10,2,0,7,4,6,6,5,0,6,4,2,6,7,0,2,3,4,4,5,6,3,1,2,3,5,5,5,9,1,0,1,1,2,5,9,0,0
2016-07-27,3,3,0,4,4,3,0,3,5,3,1,0,8,1,2,7,2,7,7,5,0,4,4,3,4,5,0,0,5,2,3,5,5,3,2,3,7,7,4,3,7,4,3,2,4,4,5,7,2,4
2016-07-28,6,2,0,4,6,1,0,3,3,4,3,0,7,4,2,7,4,6,9,6,0,6,3,1,5,5,6,0,4,4,8,5,4,4,2,1,6,6,6,5,7,2,0,0,6,1,7,7,0,3
2016-07-29,4,5,0,8,3,4,0,4,3,6,2,0,11,2,2,4,6,6,6,3,0,7,4,1,4,8,5,0,5,3,3,5,7,6,0,2,6,6,5,6,8,4,2,1,6,1,6,8,2,2
2016-08-01,0,4,5,4,6,2,1,0,4,2,4,0,8,1,0,7,3,7,9,7,0,5,3,2,4,6,3,0,3,1,6,8,5,4,1,1,7,9,4,0,7,4,0,3,5,5,6,5,2,0
